ID;alim_grp_code;alim_ssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_code;alim_nom_eng;Water (g/100g);Protein (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);glucose (g/100g);lactose (g/100g);has_lactose;has_seafood;has_egg
714;2;204;fruits, vegetables, legumes and nuts;fruits;13018;Pomegranate, pulp and pips, raw;79.4;1.44;14.3;1.2;13.3;6.2;0.2;0;0;0
715;2;204;fruits, vegetables, legumes and nuts;fruits;13019;Red currant, raw;82.1;1.56;7.06;0.7;6.63;2.77;0.1;0;0;0
716;2;204;fruits, vegetables, legumes and nuts;fruits;13020;Gooseberry, raw;87.9;0.75;4.88;0.59;0;0;0;0;0;0
717;2;204;fruits, vegetables, legumes and nuts;fruits;13021;Kiwi fruit, pulp and seeds, raw;83.5;0.88;11;0.6;8.9;3.8;0.2;0;0;0
718;2;204;fruits, vegetables, legumes and nuts;fruits;13023;Lychee, pulp, raw;80.5;1.13;16.1;0.5;15.7;7.6;0.2;0;0;0
719;2;204;fruits, vegetables, legumes and nuts;fruits;13024;Clementine or Mandarin orange, pulp, raw -> ARCHIVE;87;0.81;9.17;0.5;8.6;1.4;0.2;0;0;0
720;2;204;fruits, vegetables, legumes and nuts;fruits;13025;Mango, pulp, raw;81.1;0.63;14.3;0.5;12.9;1;0.2;0;0;0
721;2;204;fruits, vegetables, legumes and nuts;fruits;13026;Melon, cantaloupe (ex Cavaillon or Charentais melon), pulp, raw;84.2;1.13;14.8;0.5;10.6;1.49;0.2;0;0;0
722;2;204;fruits, vegetables, legumes and nuts;fruits;13027;Mirabelle plum, raw;78.1;0.63;18;0.5;13.3;3.8;0.2;0;0;0
723;2;204;fruits, vegetables, legumes and nuts;fruits;13028;Blueberry, raw;84.2;0.87;10.6;0.33;9.96;4.88;0;0;0;0
724;2;204;fruits, vegetables, legumes and nuts;fruits;13029;Blackberry, raw;86.1;1.13;6.53;0.7;6.1;2.99;0.2;0;0;0
725;2;204;fruits, vegetables, legumes and nuts;fruits;13030;Nectarine, pulp and peel, raw;87.6;1.16;8.9;0.31;7.89;1.57;0;0;0;0
726;2;204;fruits, vegetables, legumes and nuts;fruits;13034;Orange, pulp, raw;87.3;0.75;8.03;0.5;7.6;2;0.2;0;0;0
727;2;204;fruits, vegetables, legumes and nuts;fruits;13035;Papaya, pulp, raw;88.8;0.75;8.53;0.3;8.1;4;0.2;0;0;0
728;2;204;fruits, vegetables, legumes and nuts;fruits;13036;Watermelon, pulp, raw;91;0.69;8.33;0.5;7.9;1.8;0.2;0;0;0
729;2;204;fruits, vegetables, legumes and nuts;fruits;13037;Pear, pulp and peel, raw;83.5;0.49;10.9;0.27;9.01;2;0;0;0;0
730;2;204;fruits, vegetables, legumes and nuts;fruits;13039;Apple, pulp and peel, raw;85.4;0.25;11.6;0.25;9.35;2.01;0;0;0;0
732;2;204;fruits, vegetables, legumes and nuts;fruits;13041;Greengage plum, raw;80.1;0.94;16.4;0.5;10.4;4;0.2;0;0;0
733;2;204;fruits, vegetables, legumes and nuts;fruits;13043;Peach, pulp and peel, raw;88.6;1.08;9;0.33;8.16;1.39;0;0;0;0
734;2;204;fruits, vegetables, legumes and nuts;fruits;13044;Grape, white, raw;80.9;0.75;16.6;0.5;15.5;7;0.2;0;0;0
735;2;204;fruits, vegetables, legumes and nuts;fruits;13045;Grape, red, raw;84;0.63;15.6;0.4;15;7.4;0;0;0;0
736;2;204;fruits, vegetables, legumes and nuts;fruits;13047;Rhubarb, stalk, raw;92;0.78;1.47;0.23;1.47;0.8;0;0;0;0
737;2;204;fruits, vegetables, legumes and nuts;fruits;13050;Apple, pulp, raw;86.7;0.27;10.7;0.13;10.1;3.25;0;0;0;0
738;2;204;fruits, vegetables, legumes and nuts;fruits;13054;Carambola, pulp, raw;91.4;1.15;3.9;0.32;3.9;0;0;0;0;0
739;2;204;fruits, vegetables, legumes and nuts;fruits;13056;Cherimoya, pulp, raw;79.4;1.72;15.4;0.64;12.9;5.93;0;0;0;0
740;2;204;fruits, vegetables, legumes and nuts;fruits;13061;Feijoa, pulp, raw;83.3;0.71;8.2;0.42;8.2;2.32;0;0;0;0
741;2;204;fruits, vegetables, legumes and nuts;fruits;13063;Prickly pear, pulp and seeds, raw;88.4;0.37;6;0.31;1.02;0.44;0;0;0;0
742;2;204;fruits, vegetables, legumes and nuts;fruits;13066;Persimmon, pulp, raw;81.8;0.88;14.3;0.3;13.9;7.5;0.2;0;0;0
743;2;204;fruits, vegetables, legumes and nuts;fruits;13067;Lime, pulp, raw;86.3;1.13;3.14;0.3;2.1;0.8;0.2;0;0;0
744;2;204;fruits, vegetables, legumes and nuts;fruits;13071;Black mulberry, raw;87.7;1.44;8.1;0.39;8.1;0;0;0;0;0
745;2;204;fruits, vegetables, legumes and nuts;fruits;13077;Rambutan, pulp;78;0.65;20;0.21;0;0;0;0;0;0
746;2;204;fruits, vegetables, legumes and nuts;fruits;13080;Tamarind, mature fruit, pulp, raw;31.4;2.65;57.4;0.6;38.8;0;0;0;0;0
747;2;204;fruits, vegetables, legumes and nuts;fruits;13083;Guava, pulp, raw;83.5;1.59;9.02;0.73;8.92;1.3;0;0;0;0
748;2;204;fruits, vegetables, legumes and nuts;fruits;13085;Apple, Canada, pulp, raw;84.4;0.4;11.6;0.1;11;0;0;0;0;0
750;2;204;fruits, vegetables, legumes and nuts;fruits;13100;Plum, raw;87;0.66;9.92;0.29;9.92;4.7;0;0;0;0
751;2;204;fruits, vegetables, legumes and nuts;fruits;13101;Grape, Chasselas, raw;79.4;0.75;16.9;0.5;16.5;8.1;0.2;0;0;0
752;2;204;fruits, vegetables, legumes and nuts;fruits;13107;Pear, peeled, raw;85.1;0.3;10.4;0.1;10.4;0;0;0;0;0
753;2;204;fruits, vegetables, legumes and nuts;fruits;13110;Morello cherry, raw;86.1;1.1;10.5;0.3;8.49;4.18;0;0;0;0
754;2;204;fruits, vegetables, legumes and nuts;fruits;13112;Grape, raw;80.5;0.72;15.7;0.16;15.5;7.2;0;0;0;0
755;2;204;fruits, vegetables, legumes and nuts;fruits;13113;Cranberry, raw;86.8;0.75;7.6;0.13;4.04;3.28;0;0;0;0
758;2;204;fruits, vegetables, legumes and nuts;fruits;13125;Lemon zest, raw;81.6;1.38;5.4;0.3;4.17;0;0;0;0;0
759;2;204;fruits, vegetables, legumes and nuts;fruits;13126;Elderberry, berries, raw;79.8;0.64;11.4;0.5;0;3.15;0;0;0;0
760;2;204;fruits, vegetables, legumes and nuts;fruits;13132;Blueberry, frozen, raw;84.3;0.68;8.9;0.43;8.9;0;0;0;0;0
761;2;204;fruits, vegetables, legumes and nuts;fruits;13134;Fruit salad, raw;78;0.5;11.4;0.15;11.2;0;0;0;0;0
762;2;204;fruits, vegetables, legumes and nuts;fruits;13136;Raspberry, frozen, raw;85.9;1.16;6.43;0.8;6.03;0.75;0;0;0;0
763;2;204;fruits, vegetables, legumes and nuts;fruits;13148;Nectarine, yellow, flesh and skin, raw;86.6;0.69;11.3;0.5;8.8;1;0.2;0;0;0
764;2;204;fruits, vegetables, legumes and nuts;fruits;13149;Nectarine, white, flesh and skin, raw;86.5;0.81;11.4;0.5;8.9;1.1;0.2;0;0;0
765;2;204;fruits, vegetables, legumes and nuts;fruits;13150;Blackberry, frozen, raw;82.2;1.22;10.7;0.42;0;0;0;0;0;0
766;2;204;fruits, vegetables, legumes and nuts;fruits;13179;Grapefruit, yellow, pulp, raw;90.5;0.69;7.31;0.1;7.31;1.59;0;0;0;0
767;2;204;fruits, vegetables, legumes and nuts;fruits;13180;Grapefruit, red or pink, pulp, raw;88.1;0.77;6.2;0.14;6.2;1.45;0;0;0;0
773;2;204;fruits, vegetables, legumes and nuts;fruits;13193;Peach, white-flesh variety, pulp and skin, raw;87.6;0.69;9.48;0.5;8.7;0.8;0.2;0;0;0
774;2;204;fruits, vegetables, legumes and nuts;fruits;13194;Peach, white-flesh variety, pulp, raw;87.6;0.63;9.63;0.5;7.8;0.7;0.2;0;0;0
775;2;204;fruits, vegetables, legumes and nuts;fruits;13195;Peach, yellow-flesh variety, pulp, raw;87.8;0.69;9.8;0.5;7.6;0.9;0.2;0;0;0
776;2;204;fruits, vegetables, legumes and nuts;fruits;13529;Durian, pulp, raw;65;1.47;23.3;5.33;0;0;0;0;0;0
777;2;204;fruits, vegetables, legumes and nuts;fruits;13549;Kumquat, without pips, raw;81.9;1.57;9.6;1.18;9.36;2.2;0;0;0;0
778;2;204;fruits, vegetables, legumes and nuts;fruits;13552;Longan, pulp;82.8;1.31;14;0.1;0;0;0;0;0;0
779;2;204;fruits, vegetables, legumes and nuts;fruits;13614;Pummelo, pulp, raw;89.1;0.76;8.62;0.04;0;0;0;0;0;0
781;2;204;fruits, vegetables, legumes and nuts;fruits;13621;Grape, red, Muscat, raw;76.7;0.69;20;0.5;19.6;9.8;0.2;0;0;0
782;2;204;fruits, vegetables, legumes and nuts;fruits;13742;Melon, honeydew, pulp, raw;91.9;0.58;4.3;0.17;4.3;1.38;0;0;0;0
783;2;204;fruits, vegetables, legumes and nuts;fruits;13997;Red berries (raspberries, strawberries, red currants, black currants) , raw;84.5;1.11;7.88;0.31;7.4;3.48;0;0;0;0
784;2;204;fruits, vegetables, legumes and nuts;fruits;13999;Fruit (average);84.5;0.7;11.6;0.26;9.89;2.61;0.072;0;0;0
785;2;204;fruits, vegetables, legumes and nuts;fruits;13038;Apple compote;72.9;0.23;24.4;0.21;20.7;5.35;0.2;0;0;0
786;2;204;fruits, vegetables, legumes and nuts;fruits;13048;Rhubarb, stalk, cooked, with sugar;67.8;0.39;29.2;0.05;28.7;0;0;0;0;0
789;2;204;fruits, vegetables, legumes and nuts;fruits;13128;Chayote;94.2;0.72;2.8;0.12;1.66;0;0;0;0;0
790;2;204;fruits, vegetables, legumes and nuts;fruits;13129;Fruits compote, miscellaneous, reduced sugar, refrigerated;83.9;0.32;14.9;0.48;14.3;3.1;0.2;0;0;0
792;2;204;fruits, vegetables, legumes and nuts;fruits;13152;Fruits dessert, all types (fruits dessert's sugar content is less than fruits compote but more than fruits compote reduced sugar);79.4;0.32;19.5;0.2;16.6;3.58;0.2;0;0;0
794;2;204;fruits, vegetables, legumes and nuts;fruits;13154;Stewed fruits, sweetened (pulp or mixed fruits, w or without sugar, but always with other ingredient);0;0.41;16.9;0.56;15.8;2.7;0.2;0;0;0
796;2;204;fruits, vegetables, legumes and nuts;fruits;13176;Apples, raw, without skin, cooked, boiled/cooked in water;85.5;0.26;11.2;0.36;11;0;0;0;0;0
797;2;204;fruits, vegetables, legumes and nuts;fruits;13185;Fruit compote, reduced sugar or not;78.9;0.25;18.6;0.15;16.7;4.25;0.072;0;0;0
798;2;204;fruits, vegetables, legumes and nuts;fruits;13187;Fruits puree, apple, without sugar added;85.1;1.13;11.7;0.3;11.7;2.79;0.1;0;0;0
799;2;204;fruits, vegetables, legumes and nuts;fruits;13998;Fruit sauce;0;0.8;25.1;0.54;25.1;5.17;0;0;0;0
800;2;204;fruits, vegetables, legumes and nuts;fruits;13704;Apricot, canned in syrup (sugar content unknown), drained;81;0.5;16.2;0.25;15.3;7.1;0.1;0;0;0
801;2;204;fruits, vegetables, legumes and nuts;fruits;13705;Fruit cocktail or salad, canned in syrup (sugar content unknown), drained;81.6;0.25;16.2;0.25;13.2;5.42;0.1;0;0;0
806;2;204;fruits, vegetables, legumes and nuts;fruits;13712;Apricot, canned in light syrup, drained;83;0.94;13.7;0.5;13.3;4.09;0.2;0;0;0
807;2;204;fruits, vegetables, legumes and nuts;fruits;13713;Apricot, canned in light syrup, not drained;83.5;0.81;14;0.043;14;4.21;0.2;0;0;0
808;2;204;fruits, vegetables, legumes and nuts;fruits;13714;Apricot, in syrup, canned, drained;81;0.5;16.2;0.5;15.3;7.1;0.2;0;0;0
809;2;204;fruits, vegetables, legumes and nuts;fruits;13715;Apricot, in syrup, canned, not drained;81.4;0.29;16.6;0.5;15.1;7.06;0.2;0;0;0
814;2;204;fruits, vegetables, legumes and nuts;fruits;13730;Peach, canned in light syrup, drained;83.9;0.5;13.8;0.5;13.1;4.5;0.2;0;0;0
815;2;204;fruits, vegetables, legumes and nuts;fruits;13731;Peach, canned in light syrup, not drained;84.3;0.31;14.1;0.038;12.9;4.46;0.2;0;0;0
817;2;204;fruits, vegetables, legumes and nuts;fruits;13735;Pear, canned in light syrup, not drained;83.7;0.3;14.5;0.12;12.1;4.4;0.2;0;0;0
818;2;204;fruits, vegetables, legumes and nuts;fruits;13001;Apricot, pitted, dried;24.7;2.88;59.1;0.5;34.3;16;0.2;0;0;0
819;2;204;fruits, vegetables, legumes and nuts;fruits;13011;Date, pulp and peel, dried;22.9;1.81;64.7;0.25;64.7;32.8;0;0;0;0
820;2;204;fruits, vegetables, legumes and nuts;fruits;13013;Fig, dried;30.1;2.99;54.3;0.87;49.2;25;0;0;0;0
821;2;204;fruits, vegetables, legumes and nuts;fruits;13042;Prune;34.9;1.63;55.4;0.4;38.1;25.5;0;0;0;0
822;2;204;fruits, vegetables, legumes and nuts;fruits;13046;Raisin;16;3;73.2;0.9;70.3;34;0.2;0;0;0
823;2;204;fruits, vegetables, legumes and nuts;fruits;13051;Tropical fruit mix, sweetened, for snack, dried;11.7;2.19;69.5;10.5;59.4;21.6;0.1;0;0;0
824;2;204;fruits, vegetables, legumes and nuts;fruits;13089;Banana, pulp, dried;3;3.89;78.4;1.81;47.3;0;0;0;0;0
825;2;204;fruits, vegetables, legumes and nuts;fruits;13111;Apple, dried;31.8;0.78;57.2;0.31;54.6;0;0;0;0;0
826;2;204;fruits, vegetables, legumes and nuts;fruits;13118;Peach, dried;7.5;5;68.9;1;0;6.1;0;0;0;0
828;2;204;fruits, vegetables, legumes and nuts;fruits;13623;Apricot, pitted, dried, rehydrated to 35-45% water;39.3;2.31;51.1;0.4;29.9;14.9;0.2;0;0;0
829;2;204;fruits, vegetables, legumes and nuts;fruits;13400;Mammee, pulp, canned in syrup, not drained     ;84.5;0.28;13.3;0.1;7.3;1.2;0;0;0;0
830;2;204;fruits, vegetables, legumes and nuts;fruits;13401;Mammee, pulp, raw     ;85.4;0.48;10.8;0.05;3.7;1.5;0;0;0;0
831;2;204;fruits, vegetables, legumes and nuts;fruits;13402;Pineapple, pulp, raw     ;83.4;0.56;0;0;0;0;0;0;0;0
832;2;204;fruits, vegetables, legumes and nuts;fruits;13403;Star apple or milk truit, pulp, raw     ;80.3;0.31;0;2.87;0;0;0;0;0;0
833;2;204;fruits, vegetables, legumes and nuts;fruits;13404;Acerola, pulp, raw     ;93.1;0.56;0;0.097;0;0;0;0;0;0
834;2;204;fruits, vegetables, legumes and nuts;fruits;13405;Grapefruit, pulp, raw     ;90.6;0.48;0;0.3;0;0;0;0;0;0
835;2;204;fruits, vegetables, legumes and nuts;fruits;13406;Mammee, crisps     ;5.13;0.96;68.7;18.7;33.3;4.47;0;0;0;0
836;2;204;fruits, vegetables, legumes and nuts;fruits;13407;Guava, pulp, mashed     ;88.5;0.83;0;0.0067;0;0;0;0;0;0
837;2;204;fruits, vegetables, legumes and nuts;fruits;13408;Star fruit juice, filtered     ;91.6;4.52;0;0.15;0;0;0;0;0;0
838;2;204;fruits, vegetables, legumes and nuts;fruits;13409;Star fruit juice, non filtered     ;90.4;0.063;0;0.03;0;0;0;0;0;0
839;2;204;fruits, vegetables, legumes and nuts;fruits;13410;Punch lemon juice (small grade), pure juice     ;92;0.48;0;0.14;0;0;0;0;0;0
840;2;204;fruits, vegetables, legumes and nuts;fruits;13411;Green lemon juice (big grade), pure juice     ;91.4;0.69;0;0.46;0;0;0;0;0;0
841;2;204;fruits, vegetables, legumes and nuts;fruits;13412;Soursop juice     ;84;0.65;0;0.43;0;0;0;0;0;0
842;2;204;fruits, vegetables, legumes and nuts;fruits;13413;Passion fruit juice, pure juice     ;84.4;1.08;0;0.37;0;0;0;0;0;0
843;2;204;fruits, vegetables, legumes and nuts;fruits;13414;Pomegranate, juice     ;87;0.69;0;0;0;0;0;0;0;0
844;2;204;fruits, vegetables, legumes and nuts;fruits;13415;Lime juice, pure juice     ;92.4;0.35;0;0.57;0;0;0;0;0;0
846;2;204;fruits, vegetables, legumes and nuts;fruits;13417;Common mandarin juice, pure juice, filtered     ;90;0.61;8.63;0.57;8.63;1.87;0;0;0;0
847;2;204;fruits, vegetables, legumes and nuts;fruits;13418;Macaque mandarin, pure juice, filtered     ;88.2;0.6;10.8;0;3.87;0.63;0;0;0;0
848;2;204;fruits, vegetables, legumes and nuts;fruits;13419;Moubin, pure juice     ;85.5;0.88;0;0.19;0;0;0;0;0;0
849;2;204;fruits, vegetables, legumes and nuts;fruits;13420;Grapefruit (local variety), pure juice     ;92.3;0.42;0;0.19;0;0;0;0;0;0
850;2;204;fruits, vegetables, legumes and nuts;fruits;13421;Prune de cythère or pommecythere or golden apple (local variety), giant, mature, pure juice, filtered     ;91.1;0.29;7.13;0.19;4.34;0.65;0;0;0;0
851;2;204;fruits, vegetables, legumes and nuts;fruits;13422;Prune de cythère or pommecythere or golden apple (local variety), giant, green or immature, pure juice, filtered, from La Martinique;91.7;0.44;6.55;0.28;0.03;0.006;0;0;0;0
852;2;204;fruits, vegetables, legumes and nuts;fruits;13423;Prune de cythère or pommecythere or golden apple (hybrid variety), dwarf, mature, pure juice, filtered, from La Martinique;87.8;0.69;9.97;0.21;6.14;2.27;0;0;0;0
853;2;204;fruits, vegetables, legumes and nuts;fruits;13424;Prune de cythère or pommecythere or golden apple (hybrid variety), dwarf, green or immature, pure juice, filtered, from La Martinique;91.6;0.67;6.34;0.26;0.19;0.16;0;0;0;0
859;2;204;fruits, vegetables, legumes and nuts;fruits;13430;Melon, pulp, raw     ;87;1.08;0;0.047;0;0;0;0;0;0
860;2;204;fruits, vegetables, legumes and nuts;fruits;13431;Orange (local variety), pulp, raw     ;90.2;0.6;0;0.67;0;0;0;0;0;0
861;2;204;fruits, vegetables, legumes and nuts;fruits;13432;Bitter orange, pulp, raw     ;91.6;0.73;0;0.43;0;0;0;0;0;0
862;2;204;fruits, vegetables, legumes and nuts;fruits;13433;Watermelon, pulp, raw     ;91.5;0.77;0;0.26;0;0;0;0;0;0
863;2;204;fruits, vegetables, legumes and nuts;fruits;13434;Cashew apple, pulp, raw     ;88.5;0.79;0;0.11;0;0;0;0;0;0
864;2;204;fruits, vegetables, legumes and nuts;fruits;13435;Sugar apple, pulp, raw     ;67.2;1.48;0;0.57;0;0;0;0;0;0
865;2;204;fruits, vegetables, legumes and nuts;fruits;13436;Pomme d'eau or malaca apple, pulp, raw     ;91.1;0.44;0;0.023;0;0;0;0;0;0
866;2;204;fruits, vegetables, legumes and nuts;fruits;13437;Pomme liane, pulp, raw     ;82.6;0.88;0;0.22;0;0;0;0;0;0
867;2;204;fruits, vegetables, legumes and nuts;fruits;13438;Prune de cythère, mûre, raw     ;86.5;0.54;0;0.03;0;0;0;0;0;0
868;2;204;fruits, vegetables, legumes and nuts;fruits;13439;Prune de cythère or pommecythere or golden apple, green or immature,whole, raw     ;89.6;0.6;0;0.07;0;0;0;0;0;0
869;2;204;fruits, vegetables, legumes and nuts;fruits;13440;Jacques, pulp, raw     ;69.9;1.98;0;0.21;0;0;0;0;0;0
870;2;204;fruits, vegetables, legumes and nuts;fruits;13200;Mango José, flesh, raw, from the island La Réunion (Mangifera indica L,);77.1;0.75;19.3;0.5;18.4;3.2;0.2;0;0;0
871;2;204;fruits, vegetables, legumes and nuts;fruits;13201;Queen Vicoria ananas, flesh, raw, from the island La Réunion (Ananas comosus (L,) merr var, Queen);81.3;0.94;15.1;0.3;14.9;2.5;0.2;0;0;0
872;2;204;fruits, vegetables, legumes and nuts;fruits;13202;Colombo Papaya (fruit), mature, seeds and peel removed, raw, from the island La Réunion (Carica papaya L,);88.6;0.56;7.88;0.3;7.7;4.1;0.2;0;0;0
873;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;9570;Chestnut flour;5.52;5.69;70.4;3.43;0;0;0;0;0;0
874;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15000;Almond, (with peel);4.8;18.8;9.51;51.3;4.2;0.2;0.2;0;0;0
875;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15001;Peanut;2.2;22.8;14.8;49.1;5.9;0.2;0.2;0;0;0
876;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15002;Peanut, grilled, salted;1.22;22.9;15;50;4.22;0.068;0.05;0;0;0
877;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15004;Hazelnut;7.3;14.4;7.16;56.9;4.9;0.3;0.2;0;0;0
878;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15005;Walnut, dried, husked;4;13.3;6.88;67.3;3;0.2;0.2;0;0;0
879;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15006;Coconut, ripe kernel, fresh;47;3.33;6.22;33.5;6.22;0;0;0;0;0
880;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15007;Coconut, kernel, dried;2.65;6.62;8.55;66.3;6.64;0.3;0;0;0;0
881;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15008;Brazil nut;3.01;14.8;6.17;66.1;2.33;0;0;0;0;0
882;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15009;Pistachio nut, grilled, salted;2.09;18.9;15.9;49.5;7.57;0.16;0;0;0;0
883;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15010;Sesame seed;3.48;17.6;9.85;49.7;0.3;0;0;0;0;0
884;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15011;Sunflower seed;3.38;21.3;10.1;55.5;2.62;0;0;0;0;0
885;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15013;Chestnut cream;33.3;1.28;55;0.67;0;0.4;0.2;0;0;0
886;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15014;Coconut, immature kernel, fresh;47;3.33;6.22;33.5;6.22;0;0;0;0;0
887;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15016;Chestnut cream, vanilla flavoured, canned;34.6;0.96;59.8;0.7;43;3.33;0.2;0;0;0
888;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15018;Mix of salted grains/nuts and raisins;5.3;16.6;27.1;39.6;21.6;8.5;0.2;0;0;0
889;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15019;Cashew nut, grilled, salted;1.51;15.2;26.7;49.5;8.01;0.08;0;0;0;0
890;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15020;Chestnut, boiled/cooked in water;68.2;2;23;1.38;0;0;0;0;0;0
891;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15021;Chestnut, grilled;40.5;3.17;47.9;2.2;10.6;0;0;0;0;0
892;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15023;Walnut, fresh;41.9;11;9.94;31.8;1.3;0.6;0.2;0;0;0
893;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15024;Chestnut, raw;51;1.81;36.5;2.23;7.86;0;0;0;0;0
894;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15025;Pine nuts;2.45;13.7;6.31;65;5.21;0.12;0;0;0;0
895;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15026;Pecan nut;2.57;9.57;5.43;72.6;3.64;0.04;0;0;0;0
896;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15027;Macadamia nut;1.36;7.91;5.22;75.8;4.24;0.065;0;0;0;0
897;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15028;Cucurbitacea, seed;5.23;30.2;4.71;49.1;1.4;0.13;0;0;0;0
898;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15029;Alfalfa seeds, sprouted, raw;92.8;3.28;0.91;0.7;0.2;0.08;0;0;0;0
899;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15032;Alfalfa seeds, raw;7.4;29.7;39.3;12.6;0;0;0;0;0;0
900;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15033;Hazelnut, grilled;2.52;14.4;5.21;66;4.26;0.061;0;0;0;0
901;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15034;Flaxseed;5.93;20.2;6.6;36.6;1.55;0.4;0;0;0;0
902;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15035;Sesame seed, husked;3.58;21.1;4.5;56.1;0.48;0.1;0;0;0;0
903;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15037;Peanut, dry-grilled, salted;2;21.6;18.2;47.7;3.7;0.1;0;0;0;0
904;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15038;Sesame seed, grilled, husked;5;17;9.14;48;0.48;0;0;0;0;0
905;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15039;Chestnut, canned;62.7;1.96;28.8;1.4;3.9;0.5;0.5;0;0;0
906;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15041;Almond, peeled, unpeeled or blanched;4.51;21.4;8.76;52.5;4.63;0.03;0;0;0;0
907;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15042;Almond, grilled, salted;2.41;21.1;8.72;53.9;4.86;0.01;0;0;0;0
908;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15043;Macadamia nut, grilled, salted;1.61;7.04;9.95;70.2;4.4;0.07;0;0;0;0
909;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15044;Pistachio nut, grilled;2.43;18.4;18.6;47.4;7.74;0.26;0;0;0;0
910;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15045;Sunflower seed, grilled, salted;1.2;19.3;15.1;49.8;2.73;0.03;0;0;0;0
911;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15046;Pecan nut, salted;0;10.2;5;73;4.9;0;0;0;0;0
912;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15047;Seeds, chia, dried;5.8;16.5;7.72;30.7;0;0;0;0;0;0
913;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15048;Mix of unsalted grains/nuts and dried fruit;25.6;8.29;32.2;26.3;7;0;0;0;0;0
914;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15049;Mix of unsalted grains/nuts and raisins;6.1;12.5;31.8;37.2;29.4;14.2;0.1;0;0;0
915;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15050;Hazelnut, grilled, salted;0;13.4;7.67;61.2;2.91;0;0;0;0;0
916;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15052;Flaxseed, brown;5.8;18;3.56;42.2;1.4;0.3;0.2;0;0;0
917;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15053;Peanut, grilled, non-salted;1.81;23.4;11.3;51.9;2.54;0;0;0;0;0
918;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15054;Cashew nut, grilled, unsalted;1.7;17.4;21.3;48.1;6.64;0.1;0.1;0;0;0
919;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15055;Cashew nut, dry-grilled, unsalted;1.3;17.4;23.5;49;6.63;0.1;0.1;0;0;0
920;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15201;Almond paste or marzipan, ;6.6;5.8;70.3;13.5;60.1;5.52;0.1;0;0;0
921;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15202;Peanut butter or peanut paste;1.23;22.2;16.1;52.5;10.5;0.13;0;0;0;0
922;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;15203;Tahini (sesame paste);3.03;17.7;13.8;53.4;0.49;0;0;0;0;0
923;2;205;fruits, vegetables, legumes and nuts;nuts and seeds;20581;Peanut, boiled/cooked in water, w salt;41.8;15.5;9.54;22;2.47;0;0;0;0;0
